year,estimate,ci_lower,ci_upper,series
2001,-0.0033774161734613723,-0.010346956320509672,0.006166272823708484,US: Economic Security
2001.1206030150754,-5.568170334464068e-4,-0.0042690741176242344,0.007533739952380141,US: Economic Security
2001.2412060301508,0.0018893162560020473,-2.36382953919865e-5,0.00865821579500585,US: Economic Security
2001.3618090452262,0.003979565130692198,9.483982221727364e-4,0.009695506832412742,US: Economic Security
2001.4824120603016,0.005732511026432254,0.0015796212356432402,0.012219484931763249,US: Economic Security
2001.6030150753768,0.007166735379028015,0.0021026055856733553,0.014185366443380941,US: Economic Security
2001.7236180904522,0.008300819624293063,0.0025257320173228694,0.016857485406980406,US: Economic Security
2001.8442211055276,0.009153345198032613,0.002857381275648531,0.018967531062003974,US: Economic Security
2001.964824120603,0.009742893536054877,0.0031059341057081756,0.020487896770804224,US: Economic Security
2002.0854271356784,0.010088046074168052,0.003272019269676718,0.021457169835643122,US: Economic Security
2002.2060301507538,0.010207384248180365,0.0033226634687216826,0.02191393755878268,US: Economic Security
2002.3266331658292,0.010119489493900014,0.0033199157167543986,0.02189678724248488,US: Economic Security
2002.4472361809046,0.00984294324713521,0.003270505906509528,0.021444306189011733,US: Economic Security
2002.5678391959798,0.009396326943695162,0.003181163930721925,0.02059508170062717,US: Economic Security
2002.6884422110552,0.008798222019386355,0.0030586196821259007,0.019387701079589918,US: Economic Security
2002.8090452261306,0.00806720991001769,0.002909603053456244,0.017860751628163217,US: Economic Security
2002.929648241206,0.00722187205139738,0.002740843937447613,0.01605282064860906,US: Economic Security
2003.0502512562814,0.006280789879333635,0.002661914145363604,0.014002495443189447,US: Economic Security
2003.1708542713568,0.005262544829634657,0.0019835847909384745,0.011748363314166357,US: Economic Security
2003.2914572864322,0.004185718338108665,0.001248320085941384,0.009329011563801799,US: Economic Security
2003.4120603015076,0.0030688918405638622,4.0817580349453885e-4,0.006783027494357753,US: Economic Security
2003.532663316583,0.0019306467728084603,-0.0010878913856224492,0.005171804065698505,US: Economic Security
2003.6532663316582,7.895645706528106e-4,-0.002771562631180835,0.004380366796958602,US: Economic Security
2003.7738693467336,-3.357733300992039e-4,-0.004773374075595472,0.004169553598588599,US: Economic Security
2003.894472361809,-0.0014267854936372284,-0.006723956508566834,0.0038474949513967005,US: Economic Security
2004.0150753768844,-0.0024648904841530444,-0.00859269427099881,0.0035605517448553097,US: Economic Security
2004.1356783919598,-0.0034315068658384495,-0.010703269002120307,0.003319493753010061,US: Economic Security
2004.2562814070352,-0.004308053202885225,-0.012869369223518654,0.003186507433213541,US: Economic Security
2004.3768844221106,-0.005075948059485175,-0.014716028913444583,0.0035330881600972508,US: Economic Security
2004.497487437186,-0.005716609999830079,-0.01623962643928701,0.003972568104929391,US: Economic Security
2004.6180904522614,-0.006211457588111735,-0.017466792559913652,0.004513328012767789,US: Economic Security
2004.7386934673366,-0.006541909388521457,-0.01854456188183775,0.00516374862866895,US: Economic Security
2004.859296482412,-0.006689383965252332,-0.019600324203801416,0.0059322106976931405,US: Economic Security
2004.9798994974874,-0.006635299882495367,-0.02028108391543881,0.006827094964897072,US: Economic Security
2005.1005025125628,-0.006361075704442339,-0.020548253714487912,0.007856782175338578,US: Economic Security
2005.2211055276382,-0.005848129995285049,-0.020363246298686733,0.0090296530740754909,US: Economic Security
2005.3417085427136,-0.0050778813192152794,-0.01957134162170772,0.010354088406165647,US: Economic Security
2005.462311557789,-0.0040317482404248275,-0.018145008710206464,0.011838468916666872,US: Economic Security
2005.5829145728644,-0.002691149323105477,-0.01611084292360776,0.013478927994753491,US: Economic Security
2005.7035175879396,-0.001037503131452444,-0.013427921294892183,0.01502945834944889,US: Economic Security
2005.824120603015,9.477717703486771e-4,-0.010293373952551053,0.01672379913513878,US: Economic Security
2005.9447236180904,0.0032832568181032883,-0.007291150319698968,0.018568269496532487,US: Economic Security
2006.0653266331658,0.005985622569815989,-0.0037180491778312586,0.020568195306122614,US: Economic Security
2006.1859296482412,0.009035126793665018,-9.027963696926395e-4,0.022709975107557925,US: Economic Security
2006.3065326633166,0.012379366642260256,0.0016668942258452415,0.024963030491772155,US: Economic Security
2006.427135678392,0.015964781608513515,0.0034895993223148904,0.02953547353180351,US: Economic Security
2006.5477386934674,0.01973781118533659,0.005084229641614294,0.035773360378776375,US: Economic Security
2006.6683417085428,0.023644894865641315,0.006763998164935305,0.04256357151397054,US: Economic Security
2006.788944723618,0.027632472142331947,0.008504798990522349,0.048929370846643304,US: Economic Security
2006.9095477386934,0.031646982508335385,0.01028252621662976,0.0566691166589945,US: Economic Security
2007.0301507537688,0.03563486545655604,0.01207307394150206,0.06467157405033555,US: Economic Security
2007.1507537688442,0.03954256047990568,0.01385233626338699,0.0724973906427677,US: Economic Security
2007.2713567839196,0.04331650707129613,0.015596207280532286,0.08003420554393717,US: Economic Security
2007.391959798995,0.04690314472363921,0.0172805810911857,0.08716965786149024,US: Economic Security
2007.5125628140704,0.05024891292984675,0.018881351793594976,0.09379138670307319,US: Economic Security
2007.6331658291458,0.05330025118283053,0.020374413486007853,0.09978703117633225,US: Economic Security
2007.7537688442212,0.056003598975502354,0.021735660266672063,0.1050442303889137,US: Economic Security
2007.8743718592964,0.058305395800770154,0.022940986233833265,0.10945062344845637,US: Economic Security
2007.9949748743718,0.06015208115155448,0.02402398577068214,0.11289384946262325,US: Economic Security
2008.1155778894472,0.06150268997673729,0.02508155835132485,0.11528831286516728,US: Economic Security
2008.2361809045226,0.06237335448618118,0.025101838589078634,0.11666974968859424,US: Economic Security
2008.356783919598,0.06279637797693409,0.02480184923007154,0.11710825950278611,US: Economic Security
2008.4773869346734,0.0628040647812585,0.024257503652126367,0.1166739440774544,US: Economic Security
2008.5979899497488,0.06242871923141706,0.02349472718751136,0.11543690518231059,US: Economic Security
2008.7185929648242,0.06170264565967223,0.022539445168494775,0.1134672445870662,US: Economic Security
2008.8391959798994,0.06065814839828878,0.021417637583385173,0.1108350640614383,US: Economic Security
2008.9597989949748,0.059327531779525315,0.020212932367282957,0.10761046537512839,US: Economic Security
2009.0804020100502,0.05774310013564598,0.018892280676213735,0.10386355029785226,US: Economic Security
2009.2010050251256,0.055937157798913374,0.017480409650967588,0.09966442059932148,US: Economic Security
2009.321608040201,0.05394200910159,0.016002046432334577,0.09508317804924754,US: Economic Security
2009.4422110552764,0.05178995837593838,0.014481918161104787,0.09028124294668732,US: Economic Security
2009.5628140703518,0.049513309954221076,0.01294475197806829,0.08695519368452978,US: Economic Security
2009.6834170854272,0.04714436816870063,0.011415275024015166,0.08342095061240967,US: Economic Security
2009.8040201005026,0.04471543735163955,0.009918214439735477,0.07972839832476858,US: Economic Security
2009.9246231155778,0.04225882183530501,0.008478297366021941,0.07592742141605537,US: Economic Security
2010.0452261306532,0.03980682595195022,0.007120250943659178,0.07156771060523978,US: Economic Security
2010.1658291457286,0.03739175403384236,0.005868802313440031,0.06699123841023882,US: Economic Security
2010.286432160804,0.03504591041324395,0.0046160115547468055,0.06410693586327343,US: Economic Security
2010.4070351758794,0.03280159942241752,0.002650195994690217,0.061945127519961354,US: Economic Security
