K,heldout,residuals,semcoh,exclus,heldout_sd,residuals_sd,semcoh_sd,exclus_sd
10,-6.572429690340452,1.5265150889239183,-14.911290590148939,8.607228392559149,0.05326530395478877,0.02842911927241007,0.9269496279852748,0.05215717161799497
15,-6.5512355473275,1.460924395715905,-16.3942923949441,8.775044013867344,0.052329528389857265,0.018282105431558573,1.1404546335771177,0.05992366786907546
20,-6.538126664196381,1.461446390210003,-17.686427214067255,8.86168661798118,0.05530432330115934,0.014506392558507329,0.9644814550884367,0.036804421044626896
25,-6.538954137273218,1.4835843010983063,-19.017304474603485,8.948887175648606,0.056447584725881565,0.02233802843249003,0.9158444728349818,0.02432088753175327
30,-6.555922561278673,1.527468959148612,-19.611634593349876,8.976604648765733,0.05567763555563534,0.019100264371964205,0.6038953222961876,0.022078073553294334
