K,heldout,residuals,semcoh,exclus,heldout_sd,residuals_sd,semcoh_sd,exclus_sd
10,-6.674842061910233,1.3995209043101233,-16.925017153340224,8.773287891506644,0.043682218891497454,0.023388682616678116,1.6444820799165356,0.05711731568359226
15,-6.677544900109851,1.3839181970564265,-18.63473309670572,8.853405252933209,0.052785892269103615,0.020106996304558308,0.6793661156054199,0.04622495401371921
20,-6.706252577618428,1.4620208322180115,-19.568340564266684,8.914479998183344,0.06636679487707002,0.02463162273911355,1.2934893277438257,0.0406919781642278
25,-6.749633878725313,1.5869906667208002,-20.864267296954228,8.96102666577987,0.07476077009597576,0.03536730177895954,1.0627242233005165,0.037305403724419255
30,-6.809975606994133,1.8293230652215933,-20.72581483240732,8.985933814224536,0.07158080201836735,0.05155497493429463,0.8852433038439688,0.03556315526049052
